Behandeling	O
van	O
depressie	O
na	O
hartinfact	B
geeft	O
geen	O
betere	O
prognose	B

Een	O
patiënt	B
heeft	O
na	O
een	O
doorgemaakt	O
hartinfarct	B
een	O
aanzienlijke	O
kans	O
om	O
een	O
depressie	O
te	O
krijgen	O
,	O
ongeveer	O
18	O
%	O
.	O

Dat	O
is	O
niet	O
alleen	O
vervelend	O
,	O
maar	O
geeft	O
ook	O
een	O
twee-	O
tot	O
driemaal	O
grotere	O
kans	O
op	O
cardiale	B
ellende	O
(	O
nieuw	O
infarct	B
,	O
hartfalen	B
,	O
CABG	B
of	O
PTCA-behandeling	B
)	O
.	O

Het	O
is	O
daarom	O
logisch	O
dat	O
men	O
in	O
revalidatieprogramma's	B
aandacht	O
schenkt	O
aan	O
depressie	O
en	O
de	O
behandeling	O
daarvan	O
.	O

Want	O
als	O
depressie	O
samenhangt	O
met	O
een	O
slechtere	O
cardiale	B
prognose	B
,	O
dan	O
leidt	O
behandeling	O
van	O
die	O
depressie	O
mogelijk	O
tot	O
vermindering	O
van	O
cardiale	B
ellende	O
.	O

Helaas	O
blijkt	O
het	O
niet	O
zo	O
simpel	O
te	O
zijn	O
.	O

